Enddate,Name,Region,ID,Headline,Copyright
20250905,DiaAmazonia,PT-BR,5240863340,"O que os olhos não veem","Névoa sobre a copa da Floresta Amazônica (© Ignacio Palacios/Getty Images)"
20250906,RufousHummer,PT-BR,5721753783,"Pequeno grande viajante","Beija-flor-ruivo no Golden Gate Park, São Francisco, Califórnia, Estados Unidos (© jeremyborkat/Getty Images)"
20250907,BlueGdansk,PT-BR,6180639699,"A cidade preservada em âmbar","Gdansk às margens do rio Motława, Polônia (© Oscar Dominguez/TANDEM Stills + Motion)"
20250908,OrchardLibrary,PT-BR,6559924297,"Ler para crer","Library@orchard, Singapura (© Darwin Fan/Getty Images)"
20250909,SwissSquirrel,PT-BR,6801984629,"Um semeador involuntário","Fêmea de esquilo-vermelho-eurasiático carregando musgo, Suíça (© Jean-Luc and Francoise Ziegler/Minden Pictures)"
20250910,YorkshireHay,PT-BR,7088228512,"O sol que se deixou guardar","Fardos de feno, North Yorkshire, Inglaterra (© Nick Brundle Photography/Getty Images)"
20250911,ExtremaduraJamon,PT-BR,7599252573,"Ao infinito e além","Vista do Salto del Gitano, Parque Nacional de Monfragüe, Cáceres, Extremadura, Espanha (© Daniel Viñé Garcia/Getty Images)"
20250912,SpinnerDolphins,PT-BR,7075724083,"Cada mergulho é um splash!","Grupo de golfinhos-rotadores no Mar Vermelho, Marsa Alam, Egito (© Franco Banfi/Nature Picture Library)"
20250913,PointReyesSeashore,PT-BR,6646395434,"Esculpida pelo Pacífico","Chimney Rock, Point Reyes National Seashore, Califórnia, EUA (© Enrique Aguirre Aves/Getty Images)"
20250914,HohWaterfall,PT-BR,6671892401,"Natureza em alta definição","Cachoeira no Parque Nacional Olympic, Washington, EUA (© Chris  Moore/TANDEM Stills + Motion)"
20250915,Echasse,PT-BR,5689846497,"Termômetros alados","Dupla de aves pernilongo na França (© Antonio Sementa/500px/Getty Images)"
20250916,OzoneEarth,PT-BR,3466489488,"Um sucesso estratosférico","Vista noturna da Golfo do México, 362 quilômetros acima da Terra (© Stocktrek Images/Getty Images)"
20250917,ArpoadorRJ,PT-BR,5341950627,"Surf, história e pôr do sol","Praia do Arpoador, Rio de Janeiro (© marchello74/Getty Images)"
20250918,DunquinIreland,PT-BR,6766126699,"Escadas para o horizonte","Escadaria serpenteante do Cais de Dunquin, Condado de Kerry, Irlanda (© Hugh O'Connor/Getty Images)"
